0.0001 2.316777976e-11 0.0003536947373 0.0002150387597 0.000235 0.000195042735
0.0002 7.549793399e-11 0.0005243792302 0.0003050273224 0.000355 0.0002650314465
0.0003 1.539097518e-10 0.000664899243 0.000385021645 0.000455 0.0003350248756
0.0004 2.573192521e-10 0.0007891469568 0.000455018315 0.000545 0.000385021645
0.0005 3.832228144e-10 0.000901192519 0.000525015873 0.000625 0.0004350191571
0.0006 5.292971842e-10 0.001003614638 0.0005750144928 0.000695 0.0004750175439
0.0007 6.955012664e-10 0.001099258336 0.0006350131234 0.000765 0.0005150161812
0.0008 8.793918193e-10 0.001188669902 0.0006850121655 0.000835 0.000555015015
0.0009 1.078680857e-09 0.001272422821 0.0007250114943 0.000895 0.0005950140056
0.001 1.294385225e-09 0.001352139941 0.0007750107527 0.000955 0.0006250133333
0.0011 1.520089501e-09 0.001426560449 0.0008150102249 0.001015 0.0006550127226
0.0012 1.758445336e-09 0.001497534202 0.0008550097466 0.001065 0.0006850121655
0.0013 2.009817123e-09 0.001565738774 0.0008850094162 0.001115 0.0007050118203
0.0014 2.274423587e-09 0.001631639621 0.000925009009 0.001165 0.0007350113379
0.0015 2.547980125e-09 0.001694594547 0.000955008726 0.001215 0.0007550110375
0.0016 2.82598929e-09 0.001754111906 0.0009950083752 0.001255 0.0007750107527
0.0017 3.109673328e-09 0.001810945507 0.00102500813 0.001305 0.0007950104822
0.0018 3.404496826e-09 0.001866457493 0.001055007899 0.001345 0.0008150102249
0.0019 3.702548403e-09 0.001919408325 0.00108500768 0.001385 0.00083500998
0.002 4.009623176e-09 0.001971068175 0.001105007541 0.001435 0.0008550097466
0.0021 4.317774094e-09 0.002020321248 0.001135007342 0.001475 0.0008750095238
0.0022 4.631394554e-09 0.002068097706 0.001155007215 0.001505 0.000895009311
0.0023 4.945626413e-09 0.002113850302 0.001185007032 0.001545 0.0009050092081
0.0024 5.260687387e-09 0.002157817069 0.001205006916 0.001585 0.000925009009
0.0025 5.581868255e-09 0.002200866263 0.001225006803 0.001625 0.0009350089127
0.0026 5.906577883e-09 0.002242740905 0.001245006693 0.001655 0.0009450088183
0.0027 6.236092402e-09 0.002283694327 0.001265006588 0.001685 0.000955008726
0.0028 6.571601276e-09 0.002323936164 0.001285006485 0.001725 0.0009650086356
0.0029 6.913003851e-09 0.002363502461 0.001305006386 0.001755 0.0009850084602
0.003 7.244761007e-09 0.002400721676 0.001325006289 0.001785 0.0009950083752
0.0031 7.566707412e-09 0.002435769041 0.001345006196 0.001815 0.0009950083752
0.0032 7.885490392e-09 0.002469505673 0.001365006105 0.001855 0.0009950083752
0.0033 8.202241265e-09 0.002502138272 0.001375006061 0.001885 0.00101500821
0.0034 8.522962292e-09 0.002534334768 0.001395005974 0.001915 0.00102500813
0.0035 8.840019638e-09 0.002565379003 0.001415005889 0.001945 0.00102500813
0.0036 9.154930599e-09 0.002595486721 0.001425005848 0.001975 0.001035008052
0.0037 9.47547167e-09 0.002625431783 0.001435005807 0.001995 0.001045007974
0.0038 9.791722092e-09 0.00265432126 0.001455005727 0.002015 0.001045007974
0.0039 1.009898938e-08 0.002681800276 0.001465005688 0.002045 0.001055007899
0.004 1.040594528e-08 0.0027087004 0.00147500565 0.002075 0.001055007899
0.0041 1.0712651e-08 0.002735055298 0.001495005574 0.002105 0.001065007825
0.0042 1.101772811e-08 0.002760775822 0.001505005537 0.002125 0.001065007825
0.0043 1.13221557e-08 0.002785972553 0.001515005501 0.002155 0.001065007825
0.0044 1.162607124e-08 0.002810680318 0.001525005464 0.002175 0.001075007752
0.0045 1.192934516e-08 0.002834910336 0.001535005429 0.002205 0.001075007752
0.0046 1.223058105e-08 0.002858574329 0.001555005359 0.002225 0.001075007752
0.0047 1.253478656e-08 0.0028820805 0.001565005325 0.002255 0.001075007752
0.0048 1.283315672e-08 0.002904769162 0.001575005291 0.002275 0.001075007752
0.0049 1.310842229e-08 0.002925391087 0.001585005258 0.002295 0.00108500768
0.005 1.338663499e-08 0.002945942504 0.001585005258 0.002315 0.00108500768
0.0051 1.366602479e-08 0.002966296281 0.001595005225 0.002345 0.00108500768
0.0052 1.394282087e-08 0.002986189347 0.001605005192 0.002365 0.00108500768
0.0053 1.421352365e-08 0.003005391437 0.00161500516 0.002385 0.001075007752
0.0054 1.448012914e-08 0.003024066039 0.001625005128 0.002405 0.00108500768
0.0055 1.474765413e-08 0.003042576037 0.001635005097 0.002445 0.00108500768
0.0056 1.500963839e-08 0.003060486976 0.001635005097 0.002465 0.001075007752
0.0057 1.525478583e-08 0.003077059051 0.001645005066 0.002485 0.001065007825
0.0058 1.54907715e-08 0.003092844902 0.001655005035 0.002495 0.001065007825
0.0059 1.572514522e-08 0.003108365029 0.001655005035 0.002515 0.001065007825
0.006 1.595665623e-08 0.003123544917 0.001665005005 0.002535 0.001065007825
0.0061 1.618793772e-08 0.003138563845 0.001675004975 0.002545 0.001055007899
0.0062 1.641587803e-08 0.003153226478 0.001675004975 0.002565 0.001055007899
0.0063 1.66427097e-08 0.003167683666 0.001685004946 0.002595 0.001055007899
0.0064 1.686872324e-08 0.003181958639 0.001685004946 0.002615 0.001055007899
0.0065 1.709523359e-08 0.00319613763 0.001695004916 0.002635 0.001055007899
